Dapma7bEVm000001,FBgn0030537
Dapma7bEVm000001,FBgn0033159
Dapma7bEVm000001,FBgn0053519
Dapma7bEVm000001,FBgn0259678
Dapma7bEVm000001,FBgn0261046
Dapma7bEVm000001,FBgn0263219
Dapma7bEVm000001,FBgn0265045
Dapma7bEVm000001,FBgn0265296
Dapma7bEVm000003,FBgn0051999
Dapma7bEVm000004,FBgn0262579
Dapma7bEVm000005,FBgn0021761
Dapma7bEVm000006,FBgn0031118
Dapma7bEVm000013,FBgn0029725
Dapma7bEVm000013,FBgn0259108
Dapma7bEVm000014,FBgn0004449
Dapma7bEVm000014,FBgn0267001
Dapma7bEVm000015,FBgn0263603
Dapma7bEVm000016,FBgn0261862
Dapma7bEVm000017,FBgn0262614
Dapma7bEVm000018,FBgn0031374
Dapma7bEVm000019,FBgn0014879
Dapma7bEVm000019,FBgn0020621
Dapma7bEVm000020,FBgn0003416
Dapma7bEVm000021,FBgn0012051
Dapma7bEVm000021,FBgn0025866
Dapma7bEVm000022,FBgn0053208
Dapma7bEVm000023,FBgn0013759
Dapma7bEVm000023,FBgn0050021
Dapma7bEVm000023,FBgn0250785
Dapma7bEVm000023,FBgn0261873
Dapma7bEVm000025,FBgn0031857
Dapma7bEVm000026,FBgn0035842
Dapma7bEVm000027,FBgn0004512
Dapma7bEVm000027,FBgn0004513
Dapma7bEVm000027,FBgn0010241
Dapma7bEVm000027,FBgn0023536
Dapma7bEVm000027,FBgn0030403
Dapma7bEVm000027,FBgn0035695
Dapma7bEVm000028,FBgn0264895
Dapma7bEVm000029,FBgn0010548
Dapma7bEVm000030,FBgn0030839
Dapma7bEVm000031,FBgn0260970
Dapma7bEVm000033,FBgn0030746
Dapma7bEVm000034,FBgn0029725
Dapma7bEVm000034,FBgn0259108
Dapma7bEVm000035,FBgn0014870
Dapma7bEVm000037,FBgn0010263
Dapma7bEVm000037,FBgn0024987
Dapma7bEVm000037,FBgn0086675
Dapma7bEVm000037,FBgn0260400
Dapma7bEVm000037,FBgn0264270
Dapma7bEVm000039,FBgn0263705
Dapma7bEVm000041,FBgn0261556
Dapma7bEVm000043,FBgn0003174
Dapma7bEVm000044,FBgn0026313
Dapma7bEVm000044,FBgn0052677
Dapma7bEVm000045,FBgn0010352
Dapma7bEVm000045,FBgn0035240
Dapma7bEVm000048,FBgn0005666
Dapma7bEVm000049,FBgn0260487
Dapma7bEVm000051,FBgn0028863
Dapma7bEVm000051,FBgn0261041
Dapma7bEVm000051,FBgn0261999
Dapma7bEVm000052,FBgn0264607
Dapma7bEVm000054,FBgn0037529
Dapma7bEVm000055,FBgn0014141
Dapma7bEVm000057,FBgn0001991
Dapma7bEVm000057,FBgn0263111
Dapma7bEVm000059,FBgn0013759
Dapma7bEVm000059,FBgn0050021
Dapma7bEVm000059,FBgn0250785
Dapma7bEVm000059,FBgn0261873
Dapma7bEVm000061,FBgn0053653
Dapma7bEVm000062,FBgn0032339
Dapma7bEVm000063,FBgn0000567
Dapma7bEVm000064,FBgn0031741
Dapma7bEVm000064,FBgn0259175
Dapma7bEVm000065,FBgn0032006
Dapma7bEVm000066,FBgn0000078
Dapma7bEVm000066,FBgn0000079
Dapma7bEVm000066,FBgn0020506
Dapma7bEVm000067,FBgn0028541
Dapma7bEVm000067,FBgn0032880
Dapma7bEVm000067,FBgn0040268
Dapma7bEVm000068,FBgn0002778
Dapma7bEVm000068,FBgn0028425
Dapma7bEVm000068,FBgn0030574
Dapma7bEVm000068,FBgn0039487
Dapma7bEVm000068,FBgn0039844
Dapma7bEVm000069,FBgn0036302
Dapma7bEVm000074,FBgn0052311
Dapma7bEVm000075,FBgn0262870
Dapma7bEVm000076,FBgn0023395
Dapma7bEVm000076,FBgn0262519
Dapma7bEVm000077,FBgn0261800
Dapma7bEVm000078,FBgn0050440
Dapma7bEVm000079,FBgn0035802
Dapma7bEVm000081,FBgn0264693
Dapma7bEVm000082,FBgn0036279
Dapma7bEVm000082,FBgn0051547
Dapma7bEVm000083,FBgn0016917
Dapma7bEVm000084,FBgn0053556
Dapma7bEVm000085,FBgn0032129
Dapma7bEVm000087,FBgn0026721
Dapma7bEVm000087,FBgn0033710
Dapma7bEVm000087,FBgn0034184
Dapma7bEVm000087,FBgn0050046
Dapma7bEVm000087,FBgn0050203
Dapma7bEVm000088,FBgn0034093
Dapma7bEVm000088,FBgn0036191
Dapma7bEVm000088,FBgn0051663
Dapma7bEVm000089,FBgn0086676
Dapma7bEVm000090,FBgn0000455
Dapma7bEVm000091,FBgn0010497
Dapma7bEVm000091,FBgn0010651
Dapma7bEVm000091,FBgn0024315
Dapma7bEVm000091,FBgn0028513
Dapma7bEVm000091,FBgn0029727
Dapma7bEVm000091,FBgn0030452
Dapma7bEVm000091,FBgn0031307
Dapma7bEVm000091,FBgn0031424
Dapma7bEVm000091,FBgn0031645
Dapma7bEVm000091,FBgn0033048
Dapma7bEVm000091,FBgn0033234
Dapma7bEVm000091,FBgn0034392
Dapma7bEVm000091,FBgn0034394
Dapma7bEVm000091,FBgn0034782
Dapma7bEVm000091,FBgn0034783
Dapma7bEVm000091,FBgn0034784
Dapma7bEVm000091,FBgn0034785
Dapma7bEVm000091,FBgn0038799
Dapma7bEVm000091,FBgn0050265
Dapma7bEVm000091,FBgn0050272
Dapma7bEVm000092,FBgn0010497
Dapma7bEVm000092,FBgn0010651
Dapma7bEVm000092,FBgn0024315
Dapma7bEVm000092,FBgn0028513
Dapma7bEVm000092,FBgn0029727
Dapma7bEVm000092,FBgn0030452
Dapma7bEVm000092,FBgn0031307
Dapma7bEVm000092,FBgn0031424
Dapma7bEVm000092,FBgn0031645
Dapma7bEVm000092,FBgn0033048
Dapma7bEVm000092,FBgn0033234
Dapma7bEVm000092,FBgn0034392
Dapma7bEVm000092,FBgn0034394
Dapma7bEVm000092,FBgn0034782
Dapma7bEVm000092,FBgn0034783
Dapma7bEVm000092,FBgn0034784
Dapma7bEVm000092,FBgn0034785
Dapma7bEVm000092,FBgn0038799
Dapma7bEVm000092,FBgn0050265
Dapma7bEVm000092,FBgn0050272
Dapma7bEVm000094,FBgn0037707
Dapma7bEVm000094,FBgn0263829
Dapma7bEVm000095,FBgn0260486
Dapma7bEVm000096,FBgn0000464
Dapma7bEVm000097,FBgn0263289
Dapma7bEVm000098,FBgn0025864
Dapma7bEVm000100,FBgn0030613
Dapma7bEVm000102,FBgn0001316
Dapma7bEVm000104,FBgn0010434
Dapma7bEVm000108,FBgn0028669
Dapma7bEVm000108,FBgn0028670
Dapma7bEVm000108,FBgn0028671
Dapma7bEVm000108,FBgn0032373
Dapma7bEVm000108,FBgn0038613
Dapma7bEVm000109,FBgn0266758
Dapma7bEVm000110,FBgn0034931
Dapma7bEVm000111,FBgn0032123
Dapma7bEVm000111,FBgn0051634
Dapma7bEVm000112,FBgn0001089
Dapma7bEVm000112,FBgn0260746
Dapma7bEVm000113,FBgn0033926
Dapma7bEVm000113,FBgn0033928
Dapma7bEVm000113,FBgn0053054
Dapma7bEVm000113,FBgn0053056
Dapma7bEVm000113,FBgn0085290
Dapma7bEVm000115,FBgn0022959
Dapma7bEVm000116,FBgn0011230
Dapma7bEVm000117,FBgn0044452
Dapma7bEVm000118,FBgn0031869
Dapma7bEVm000119,FBgn0085447
Dapma7bEVm000120,FBgn0023081
Dapma7bEVm000121,FBgn0023388
Dapma7bEVm000122,FBgn0026239
Dapma7bEVm000123,FBgn0051619
Dapma7bEVm000124,FBgn0259234
Dapma7bEVm000125,FBgn0038744
