Dapma7bEVm000001,ENSP00000274643
Dapma7bEVm000001,ENSP00000315465
Dapma7bEVm000001,ENSP00000353452
Dapma7bEVm000001,ENSP00000365152
Dapma7bEVm000001,ENSP00000378288
Dapma7bEVm000001,ENSP00000383303
Dapma7bEVm000004,ENSP00000468032
Dapma7bEVm000005,ENSP00000231498
Dapma7bEVm000006,ENSP00000379709
Dapma7bEVm000006,ENSP00000479208
Dapma7bEVm000006,ENSP00000481862
Dapma7bEVm000010,ENSP00000348632
Dapma7bEVm000012,ENSP00000373964
Dapma7bEVm000012,ENSP00000432651
Dapma7bEVm000012,ENSP00000484398
Dapma7bEVm000013,ENSP00000246043
Dapma7bEVm000013,ENSP00000296755
Dapma7bEVm000013,ENSP00000325313
Dapma7bEVm000013,ENSP00000345029
Dapma7bEVm000013,ENSP00000367913
Dapma7bEVm000013,ENSP00000371462
Dapma7bEVm000013,ENSP00000378725
Dapma7bEVm000015,ENSP00000262961
Dapma7bEVm000015,ENSP00000265069
Dapma7bEVm000015,ENSP00000404121
Dapma7bEVm000015,ENSP00000415968
Dapma7bEVm000016,ENSP00000353945
Dapma7bEVm000016,ENSP00000446108
Dapma7bEVm000016,ENSP00000473028
Dapma7bEVm000017,ENSP00000348416
Dapma7bEVm000017,ENSP00000438262
Dapma7bEVm000017,ENSP00000467864
Dapma7bEVm000017,ENSP00000484535
Dapma7bEVm000018,ENSP00000384792
Dapma7bEVm000018,ENSP00000393099
Dapma7bEVm000019,ENSP00000291906
Dapma7bEVm000019,ENSP00000322802
Dapma7bEVm000019,ENSP00000343325
Dapma7bEVm000019,ENSP00000357597
Dapma7bEVm000019,ENSP00000359552
Dapma7bEVm000019,ENSP00000361777
Dapma7bEVm000019,ENSP00000410943
Dapma7bEVm000019,ENSP00000417919
Dapma7bEVm000019,ENSP00000480946
Dapma7bEVm000020,ENSP00000244007
Dapma7bEVm000020,ENSP00000482457
Dapma7bEVm000021,ENSP00000271971
Dapma7bEVm000021,ENSP00000295006
Dapma7bEVm000021,ENSP00000331636
Dapma7bEVm000021,ENSP00000355837
Dapma7bEVm000021,ENSP00000380349
Dapma7bEVm000021,ENSP00000381758
Dapma7bEVm000021,ENSP00000385247
Dapma7bEVm000021,ENSP00000431984
Dapma7bEVm000023,ENSP00000261681
Dapma7bEVm000023,ENSP00000337907
Dapma7bEVm000023,ENSP00000358547
Dapma7bEVm000023,ENSP00000367405
Dapma7bEVm000023,ENSP00000379737
Dapma7bEVm000023,ENSP00000381430
Dapma7bEVm000023,ENSP00000387278
Dapma7bEVm000023,ENSP00000428182
Dapma7bEVm000024,ENSP00000301286
Dapma7bEVm000025,ENSP00000315112
Dapma7bEVm000027,ENSP00000263817
Dapma7bEVm000027,ENSP00000265723
Dapma7bEVm000027,ENSP00000297504
Dapma7bEVm000027,ENSP00000355637
Dapma7bEVm000027,ENSP00000384881
Dapma7bEVm000027,ENSP00000394898
Dapma7bEVm000027,ENSP00000478255
Dapma7bEVm000027,ENSP00000480206
Dapma7bEVm000028,ENSP00000363895
Dapma7bEVm000028,ENSP00000444890
Dapma7bEVm000029,ENSP00000255084
Dapma7bEVm000029,ENSP00000345774
Dapma7bEVm000029,ENSP00000388469
Dapma7bEVm000029,ENSP00000473990
Dapma7bEVm000030,ENSP00000462333
Dapma7bEVm000031,ENSP00000396068
Dapma7bEVm000033,ENSP00000321195
Dapma7bEVm000033,ENSP00000332756
Dapma7bEVm000033,ENSP00000364781
Dapma7bEVm000034,ENSP00000246043
Dapma7bEVm000034,ENSP00000296755
Dapma7bEVm000034,ENSP00000325313
Dapma7bEVm000034,ENSP00000345029
Dapma7bEVm000034,ENSP00000367913
Dapma7bEVm000034,ENSP00000371462
Dapma7bEVm000034,ENSP00000378725
Dapma7bEVm000037,ENSP00000264073
Dapma7bEVm000037,ENSP00000349594
Dapma7bEVm000037,ENSP00000352162
Dapma7bEVm000037,ENSP00000369453
Dapma7bEVm000039,ENSP00000481642
Dapma7bEVm000041,ENSP00000380185
Dapma7bEVm000041,ENSP00000439625
Dapma7bEVm000042,ENSP00000359401
Dapma7bEVm000045,ENSP00000363216
Dapma7bEVm000045,ENSP00000414662
Dapma7bEVm000048,ENSP00000467141
Dapma7bEVm000052,ENSP00000379098
Dapma7bEVm000052,ENSP00000381412
Dapma7bEVm000052,ENSP00000410298
Dapma7bEVm000052,ENSP00000425824
Dapma7bEVm000054,ENSP00000258455
Dapma7bEVm000055,ENSP00000327145
Dapma7bEVm000055,ENSP00000358866
Dapma7bEVm000055,ENSP00000420213
Dapma7bEVm000057,ENSP00000288139
Dapma7bEVm000057,ENSP00000355192
Dapma7bEVm000057,ENSP00000360406
Dapma7bEVm000057,ENSP00000365441
Dapma7bEVm000057,ENSP00000385896
Dapma7bEVm000057,ENSP00000479983
Dapma7bEVm000057,ENSP00000483914
Dapma7bEVm000058,ENSP00000298622
Dapma7bEVm000058,ENSP00000386711
Dapma7bEVm000058,ENSP00000479248
Dapma7bEVm000059,ENSP00000261681
Dapma7bEVm000059,ENSP00000337907
Dapma7bEVm000059,ENSP00000358547
Dapma7bEVm000059,ENSP00000367405
Dapma7bEVm000059,ENSP00000379737
Dapma7bEVm000059,ENSP00000381430
Dapma7bEVm000059,ENSP00000387278
Dapma7bEVm000059,ENSP00000428182
Dapma7bEVm000060,ENSP00000341988
Dapma7bEVm000061,ENSP00000373215
Dapma7bEVm000061,ENSP00000484355
Dapma7bEVm000062,ENSP00000262144
Dapma7bEVm000063,ENSP00000368868
Dapma7bEVm000065,ENSP00000241453
Dapma7bEVm000065,ENSP00000257290
Dapma7bEVm000065,ENSP00000261799
Dapma7bEVm000065,ENSP00000261937
Dapma7bEVm000065,ENSP00000263923
Dapma7bEVm000065,ENSP00000282397
Dapma7bEVm000065,ENSP00000286301
Dapma7bEVm000065,ENSP00000288135
Dapma7bEVm000065,ENSP00000423325
Dapma7bEVm000066,ENSP00000330484
Dapma7bEVm000066,ENSP00000359096
Dapma7bEVm000066,ENSP00000359100
Dapma7bEVm000066,ENSP00000481450
Dapma7bEVm000066,ENSP00000481588
Dapma7bEVm000067,ENSP00000365567
Dapma7bEVm000067,ENSP00000381104
Dapma7bEVm000067,ENSP00000442336
Dapma7bEVm000068,ENSP00000253188
Dapma7bEVm000068,ENSP00000261622
Dapma7bEVm000068,ENSP00000280612
Dapma7bEVm000068,ENSP00000320378
Dapma7bEVm000068,ENSP00000380662
Dapma7bEVm000068,ENSP00000455064
Dapma7bEVm000068,ENSP00000468439
Dapma7bEVm000071,ENSP00000344218
Dapma7bEVm000076,ENSP00000262450
Dapma7bEVm000076,ENSP00000369716
Dapma7bEVm000076,ENSP00000440392
Dapma7bEVm000077,ENSP00000307156
Dapma7bEVm000077,ENSP00000373433
Dapma7bEVm000077,ENSP00000377191
Dapma7bEVm000078,ENSP00000328118
Dapma7bEVm000078,ENSP00000364758
Dapma7bEVm000078,ENSP00000430276
Dapma7bEVm000082,ENSP00000262461
Dapma7bEVm000082,ENSP00000370381
Dapma7bEVm000082,ENSP00000402152
Dapma7bEVm000083,ENSP00000293328
Dapma7bEVm000083,ENSP00000315768
Dapma7bEVm000083,ENSP00000376134
Dapma7bEVm000083,ENSP00000386244
Dapma7bEVm000083,ENSP00000401486
Dapma7bEVm000083,ENSP00000467985
Dapma7bEVm000083,ENSP00000468749
Dapma7bEVm000084,ENSP00000260008
Dapma7bEVm000084,ENSP00000376410
Dapma7bEVm000085,ENSP00000284262
Dapma7bEVm000085,ENSP00000344488
Dapma7bEVm000085,ENSP00000362071
Dapma7bEVm000085,ENSP00000480477
Dapma7bEVm000086,ENSP00000358778
Dapma7bEVm000089,ENSP00000333292
Dapma7bEVm000089,ENSP00000347721
Dapma7bEVm000089,ENSP00000454360
Dapma7bEVm000090,ENSP00000244137
Dapma7bEVm000091,ENSP00000221485
Dapma7bEVm000091,ENSP00000263160
Dapma7bEVm000091,ENSP00000316909
Dapma7bEVm000091,ENSP00000348019
Dapma7bEVm000092,ENSP00000221485
Dapma7bEVm000092,ENSP00000263160
Dapma7bEVm000092,ENSP00000316909
Dapma7bEVm000092,ENSP00000348019
